trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
12914684,23:55:12,23:55:12,9094,25,,0,0,6.4375
12914684,23:55:44,23:55:44,9091,26,,0,0,6.6346
12914684,23:56:47,23:56:47,9092,27,,0,0,7.0263
12914684,23:57:14,23:57:14,9097,28,,0,0,7.1924
12914684,23:57:49,23:57:49,9102,29,,0,0,7.4118
12914684,23:34:40,23:34:40,9103,3,,0,0,0.6716
12914684,23:58:23,23:58:23,9104,30,,0,0,7.6248
12914684,23:58:59,23:58:59,9105,31,,0,0,7.849
12914684,23:59:39,23:59:39,9107,32,,0,0,8.1002
12914684,24:00:09,24:00:09,9109,33,,0,0,8.2882
12914684,24:00:38,24:00:38,911,34,,0,0,8.4698
12914684,24:01:14,24:01:14,9110,35,,0,0,8.6949
12914684,24:02:00,24:02:00,9111,36,,0,0,8.933
12914684,24:02:41,24:02:41,9119,37,,0,0,9.1511
12914684,24:03:15,24:03:15,912,38,,0,0,9.3291
12914684,24:03:43,24:03:43,9121,39,,0,0,9.4773
12914684,23:35:34,23:35:34,9124,4,,0,0,0.8379
12914684,24:04:34,24:04:34,9125,40,,0,0,9.7434
12914684,24:05:12,24:05:12,9126,41,,0,0,9.9455
12914684,24:05:44,24:05:44,9127,42,,0,0,10.1166
12914684,24:06:51,24:06:51,9128,43,,0,0,10.47
12914684,24:07:19,24:07:19,9129,44,,0,0,10.621
12914684,24:07:57,24:07:57,9131,45,,0,0,10.82
12914684,24:08:33,24:08:33,9132,46,,0,0,11.0081
12914684,24:08:55,24:09:00,9133,47,,1,0,11.1231
12914684,23:37:14,23:37:14,9134,5,,0,0,1.1442
12914684,23:38:48,23:38:48,9135,6,,0,0,1.4311
12914684,23:40:06,23:40:06,9136,7,,0,0,1.6706
12914684,23:42:00,23:42:00,9139,8,,0,0,2.0068
12914684,23:42:50,23:42:50,9147,9,,0,0,2.2844
